Layer,Name,GEOID,Population,CZA_2023,CZB_2023,CZD_2023,CZH_2023,CZL_2023,CZM_2023,CZO_2023,CZP_2023,CZR_2023,CZS_2023,CZT_2023,CZU_2012-2016,CZV_2023,SVI_2022,CAR_2018-2022,CHAOVXP_2018-2022,EKR_2022,EKW_2022,EVC_2018,EVF_2018,EVR_2018,HTJ_2018-2022,HUO_2018-2022,RBS_2018-2022,RBU_2018-2022,TRF_2020,TRV_2018-2022,VAC_2018-2022,CHAIXYP_2023,PMC_2020,FAI_2022,LFA_2019,WWW_2018-2022
,,,,"Aggravated assault/battery (crimes), 2023","Burglary (crimes), 2023","Drug abuse (crimes), 2023","Homicide (crimes), 2023","Larceny (theft) (crimes), 2023","Major crime (crimes), 2023","Arson (crimes), 2023","Property crime (crimes), 2023","Robbery (crimes), 2023","Criminal sexual assault (crimes), 2023","Motor vehicle theft (crimes), 2023","Public crime (crimes), 2012-2016","Violent crime (crimes), 2023","Social Vulnerability Index (percentile), 2022","Drive alone to work (% of workers 16 years and older), 2018-2022","Households (count of households), 2018-2022","Proximity to roads, railways, and airports index, 2022","Walkability Index, 2022","Evictions (evictions), 2018","Eviction filing rate (filings per 100 renter-occupied households), 2018","Eviction rate (% of renter-occupied households), 2018","Crowded housing (% of occupied housing units), 2018-2022","Owner occupied (% of occupied housing units), 2018-2022","Severely rent-burdened (% of renter-occupied housing units), 2018-2022","Rent-burdened (% of renter-occupied housing units), 2018-2022","Traffic intensity (distance-weighted vehicles), 2020","Mean travel time to work (minutes), 2018-2022","Vacant (% of housing units), 2018-2022","Chicago Environmental Justice Index (score), 2023","Particulate matter (PM 2.5) concentration (µg/m3), 2020","Food insecurity (% of residents), 2022","Low food access (% of residents), 2019","Internet access (% of households), 2018-2022"
Census tract,Tract 6603.01,17031660301,1850,19.0,7.0,10.0,1.0,26.0,78.0,2.0,49.0,7.0,2.0,14.0,39.0,29.0,93.33,49.4824016563147,601.0,37.0,15.5,3.0,4.13,0.83,10.64891846921797,25.45757071547421,44.86607142857143,83.03571428571429,202.2530834,39.0,13.40057636887608,66.25,9.550715027,30.0,0.06,67.38768718801997
Census tract,Tract 6603.02,17031660302,5549,25.0,7.0,2.0,0.0,66.0,140.0,1.0,105.0,8.0,2.0,31.0,55.0,35.0,86.41,45.83843329253366,1441.0,37.0,13.25,9.0,2.34,0.91,3.3310201249132545,39.13948646773074,21.664766248574686,56.89851767388826,98.43295869028654,33.1,10.329807093963908,69.66,9.549709563,22.2,0.0,76.68285912560722
Census tract,Tract 6604,17031660400,5692,26.0,12.0,4.0,2.0,72.0,165.0,1.0,123.0,10.0,4.0,38.0,60.0,42.0,84.61999999999999,50.38639876352396,1565.0,37.0,11.83,7.0,3.02,1.17,0.0,55.20766773162939,8.273894436519258,77.46077032810271,123.08606926886333,33.0,6.399521531100478,80.03,9.566144535519133,18.2,0.0,83.3226837060703
Census tract,Tract 6605,17031660500,5013,25.0,7.0,3.0,0.0,86.0,175.0,0.0,136.0,10.0,4.0,43.0,48.0,39.0,88.46000000000001,53.44224037339556,1398.0,37.0,11.67,1.0,1.11,0.14,7.081545064377683,47.21030042918455,26.15176151761517,66.12466124661248,137.28009992935563,34.9,8.327868852459016,87.1,9.582286066,18.6,0.0,76.25178826895565
Census tract,Tract 6606,17031660600,6404,79.0,25.0,23.0,4.0,109.0,333.0,4.0,211.0,29.0,10.0,73.0,234.0,122.0,95.87,54.6285018270402,2018.0,37.0,12.97,33.0,5.36,2.24,2.973240832507433,30.723488602576808,18.88412017167382,62.58941344778255,159.76491856566366,33.6,12.94219154443486,78.38,9.556126503,24.1,53.35,78.64222001982161
Census tract,Tract 6607,17031660700,2076,15.0,7.0,5.0,3.0,20.0,84.0,0.0,56.0,8.0,2.0,29.0,118.0,28.0,94.45,51.143451143451145,634.0,37.0,15.33,5.0,3.34,1.67,3.943217665615142,53.47003154574133,25.08474576271186,64.7457627118644,206.85489561358384,53.6,15.803452855245684,87.61,9.540788251,25.3,85.41,66.08832807570978
Census tract,Tract 6608,17031660800,6114,29.0,13.0,7.0,1.0,105.0,252.0,2.0,198.0,22.0,2.0,78.0,156.0,54.0,90.41,58.09830781627719,2212.0,37.0,12.37,23.0,4.88,2.08,7.820976491862567,36.52802893309223,29.2022792022792,61.68091168091168,101.50569250264148,38.7,10.445344129554655,71.18,9.563546995,20.3,61.61,76.71790235081374
Census tract,Tract 6609,17031660900,4446,70.0,23.0,30.0,2.0,106.0,335.0,0.0,214.0,34.0,15.0,85.0,227.0,121.0,96.65,75.91170825335892,1643.0,37.0,14.22,13.0,5.21,1.36,12.598904443091904,44.00486914181376,39.891304347826086,55.00000000000001,203.714790218466,37.8,15.090439276485789,85.21,9.575859836,21.7,25.34,85.9403530127815
Census tract,Tract 6610,17031661000,5756,38.0,13.0,22.0,0.0,111.0,251.0,1.0,186.0,23.0,4.0,61.0,143.0,65.0,90.44,65.37053979871912,2137.0,37.0,14.6,18.0,4.54,1.94,1.4506317267197004,61.34768366869443,54.47941888619855,72.5181598062954,241.23327494112047,44.8,8.006887645286268,92.79,9.57237459,17.5,0.01,81.65652784277025
Census tract,Tract 6611,17031661100,6633,23.0,11.0,1.0,0.0,50.0,147.0,0.0,116.0,7.0,1.0,55.0,84.0,31.0,61.01,62.09430496019596,1933.0,37.0,13.23,1.0,0.92,0.18,8.484221417485774,81.58303155716503,31.179775280898877,52.80898876404494,168.17002528102515,41.4,0.8209338122113904,71.81,9.611769399,12.6,76.28,93.3264355923435
Census tract,Tract 6701,17031670100,1349,15.0,0.0,8.0,2.0,23.0,65.0,1.0,40.0,7.0,1.0,16.0,56.0,25.0,85.48,46.9208211143695,447.0,37.0,12.83,2.0,4.92,0.82,0.0,53.46756152125279,24.03846153846154,60.09615384615385,162.55522367946628,38.1,30.911901081916536,84.7,9.467536885,28.8,100.0,72.25950782997764
Census tract,Tract 6702,17031670200,1325,18.0,6.0,17.0,2.0,34.0,97.0,0.0,67.0,7.0,3.0,27.0,85.0,30.0,66.86,61.11111111111112,356.0,36.99999999999999,13.999999999999998,6.0,7.47,2.49,0.0,31.46067415730337,29.918032786885245,53.68852459016394,292.3423139,39.7,28.225806451612907,85.71,9.476003551912568,23.0,100.0,68.53932584269663
Census tract,Tract 6703,17031670300,1287,19.0,3.0,4.0,1.0,26.0,63.0,1.0,38.0,5.0,0.0,8.0,70.0,25.0,90.79,82.8125,413.0,37.0,15.33,3.0,5.73,1.32,0.0,31.719128329297817,36.87943262411347,64.18439716312056,319.43748514351205,37.2,9.62800875273523,83.57,9.481348907103833,21.6,99.99999999999999,95.3995157384988
Census tract,Tract 6704,17031670400,1585,28.0,5.0,3.0,2.0,32.0,94.0,0.0,53.0,8.0,3.0,16.0,86.0,41.0,89.34,44.65648854961832,617.0,37.0,11.67,7.0,5.9,2.58,5.510534846029174,40.35656401944895,42.66304347826087,76.90217391304348,173.7111312,34.8,14.661134163208851,91.4,9.490142077,24.3,100.0,87.3581847649919
Census tract,Tract 6705,17031670500,1148,10.0,3.0,1.0,1.0,20.0,58.0,2.0,40.0,6.0,1.0,15.0,56.0,18.0,91.37,41.80327868852459,358.0,37.0,13.67,4.0,4.57,2.03,1.9553072625698324,41.62011173184357,46.411483253588514,75.5980861244019,147.9552105,35.7,16.937354988399072,94.44,9.512863115,26.9,75.22,77.09497206703911
Census tract,Tract 6706,17031670600,1339,7.0,4.0,0.0,0.0,22.0,61.0,1.0,52.0,1.0,1.0,25.0,55.0,9.0,85.22,48.86877828054298,367.0,37.0,11.669999999999998,4.0,6.98,3.1,0.0,70.57220708446866,13.88888888888889,37.03703703703704,61.90181045448843,44.3,29.150579150579148,84.45,9.511037705,18.5,100.0,84.19618528610354
Census tract,Tract 6707,17031670700,1252,31.0,6.0,6.0,2.0,26.0,112.0,0.0,56.0,17.0,6.0,24.0,85.0,56.0,98.4,65.40880503144653,312.0,37.0,14.92,5.0,3.77,2.36,2.8846153846153846,54.80769230769232,60.28368794326241,95.0354609929078,155.97268711477636,36.0,38.94324853228962,91.66,9.509678142,28.9,100.0,100.0
Census tract,Tract 6708,17031670800,1477,20.0,3.0,10.0,2.0,34.0,84.0,1.0,55.0,5.0,2.0,17.0,145.0,29.0,89.64999999999999,40.51948051948053,425.0,37.0,13.75,11.0,6.78,3.11,5.411764705882352,34.588235294117645,35.61151079136691,72.3021582733813,176.59923673630334,40.7,30.89430894308943,82.43,9.49649235,23.0,100.0,76.23529411764706
Census tract,Tract 6709,17031670900,1172,20.0,7.0,7.0,1.0,28.0,78.0,0.0,54.0,2.0,1.0,19.0,48.0,24.0,78.89,52.760736196319016,548.0,37.0,12.58,5.0,5.05,1.81,3.2846715328467155,62.59124087591241,20.0,45.36585365853659,82.61715031777302,42.4,20.232896652110625,67.51,9.487233333333332,20.9,100.0,81.2043795620438
Census tract,Tract 6711,17031671100,994,20.0,5.0,9.0,1.0,34.0,75.0,0.0,46.0,7.0,1.0,7.0,89.0,29.0,79.31,54.7945205479452,373.0,37.0,13.5,3.0,6.02,1.81,0.0,36.99731903485255,57.02127659574469,62.97872340425532,151.9958093,38.8,27.71317829457364,72.82,9.51251776,42.8,100.0,78.01608579088472
Census tract,Tract 6712,17031671200,980,29.0,6.0,13.0,1.0,30.0,96.0,0.0,53.0,10.0,3.0,17.0,104.0,43.0,96.13,73.37883959044369,268.0,37.0,13.92,4.0,5.6,1.72,7.08955223880597,42.16417910447761,6.451612903225806,49.03225806451613,153.077122,33.6,28.34224598930481,63.72,9.517784426229507,21.4,100.0,74.25373134328358
Census tract,Tract 6713,17031671300,2048,29.0,6.0,2.0,1.0,29.0,92.0,1.0,59.0,2.0,1.0,23.0,174.0,33.0,89.3,61.35135135135135,742.0,37.0,12.39,5.0,3.61,1.39,0.0,61.18598382749326,49.65277777777778,60.06944444444444,46.626914322656255,52.7,11.771700356718192,69.41,9.529572677595628,28.4,72.8,76.68463611859838
Census tract,Tract 6714,17031671400,1558,28.0,5.0,8.0,5.0,20.0,98.0,3.0,61.0,3.0,1.0,33.0,136.0,37.0,98.22,65.21739130434783,565.0,37.0,12.58,5.0,5.03,3.14,0.0,75.04424778761062,52.4822695035461,80.1418439716312,61.09345968021181,49.8,9.888357256778308,90.77,9.546334153,23.9,97.16,70.79646017699115
Census tract,Tract 6715,17031671500,2716,33.0,8.0,19.0,1.0,45.0,141.0,1.0,95.0,11.0,1.0,41.0,176.0,46.0,83.03,44.52054794520548,930.0,37.0,14.83,5.0,3.51,1.1,3.548387096774193,46.236559139784944,29.2,63.8,121.51213412709131,32.7,16.517055655296232,78.0,9.541237705,16.400000000000002,38.52,76.45161290322581
Census tract,Tract 6716,17031671600,1804,58.0,15.0,16.0,5.0,71.0,230.0,2.0,120.0,41.0,6.0,32.0,167.0,110.0,95.52,51.64835164835166,707.0,37.0,13.17,11.0,4.84,2.13,0.0,29.13719943422914,57.48502994011976,81.63672654690619,182.27397464634143,31.9,28.94472361809045,68.9,9.528232514,35.8,22.59,73.83309759547383
Census tract,Tract 6718,17031671800,1142,15.0,4.0,23.0,3.0,26.0,81.0,1.0,57.0,6.0,0.0,26.0,72.0,24.0,93.92,48.52941176470589,378.0,37.0,12.0,0.0,1.22,0.0,1.058201058201058,50.0,20.105820105820104,39.15343915343915,67.74828265,35.8,21.41372141372141,74.08,9.539781421,27.9,0.0,71.16402116402116
Census tract,Tract 6719,17031671900,1122,18.0,3.0,10.0,0.0,32.0,84.0,0.0,53.0,13.0,0.0,18.0,90.0,31.0,46.68,53.20754716981132,348.0,37.0,13.33,1.0,8.33,1.1899999999999997,0.0,60.3448275862069,79.71014492753623,82.6086956521739,291.8257905,38.5,16.346153846153847,71.93,9.549089617,,0.0,91.0919540229885
Census tract,Tract 6720,17031672000,3397,49.0,11.0,11.0,2.0,51.0,190.0,0.0,125.0,10.0,4.0,63.0,179.0,65.0,91.1,68.04029304029304,1058.0,37.0,13.21,3.0,5.05,0.72,3.780718336483932,67.58034026465029,56.268221574344025,70.55393586005832,133.6117019972682,32.7,22.43401759530792,92.67,9.559459563,18.2,32.13,83.648393194707
Census tract,Tract 6805,17031680500,1307,32.0,13.0,17.0,2.0,31.0,115.0,0.0,72.0,9.0,0.0,28.0,92.0,43.0,76.19,59.90853658536586,553.0,53.99999999999999,12.33,10.0,7.14,3.4,0.0,40.3254972875226,52.72727272727272,53.939393939393945,186.4323054,35.7,10.662358642972537,73.96,9.464009562841532,16.6,87.65,89.33092224231464
Census tract,Tract 6806,17031680600,1165,29.0,4.0,16.0,3.0,39.0,110.0,2.0,69.0,8.0,1.0,24.0,100.0,41.0,50.85,35.752688172043015,443.0,56.00000000000001,11.5,7.0,5.93,2.77,0.0,22.573363431151243,29.44606413994169,42.85714285714285,83.33025356,38.8,35.89001447178003,69.91,9.480106011,22.8,48.0,96.3882618510158
Census tract,Tract 6809,17031680900,3573,81.0,8.0,36.0,3.0,112.0,350.0,4.0,209.0,51.0,6.0,85.0,270.0,141.0,94.51,50.3800217155266,1908.0,78.0,12.58,21.0,3.3,1.33,0.0,13.88888888888889,21.24163116250761,48.691418137553256,1214.4519457235936,27.6,10.715956948993917,96.21,9.467087704918033,33.0,0.0,72.74633123689728
Census tract,Tract 6810,17031681000,2573,61.0,11.0,13.0,1.0,62.0,206.0,1.0,127.0,14.0,3.0,53.0,164.0,79.0,86.68,34.96621621621622,1028.0,63.0,12.46,17.0,6.68,2.32,0.0,29.18287937743191,26.785714285714285,47.39010989010989,121.60535554279052,61.7,31.329325317301272,73.07,9.492399454,,48.02,80.83657587548639
Census tract,Tract 6811,17031681100,2873,67.0,12.0,11.0,4.0,65.0,227.0,2.0,135.0,17.0,4.0,56.0,233.0,92.0,90.85,32.6829268292683,802.0,54.0,12.63,23.0,7.98,3.6000000000000005,1.2468827930174564,40.27431421446384,50.10438413361169,71.39874739039665,97.3685861292864,36.5,39.47169811320755,65.11,9.514918306,26.8,7.25,88.7780548628429
Census tract,Tract 6812,17031681200,2353,48.0,15.0,11.0,1.0,63.0,226.0,4.0,154.0,19.0,4.0,72.0,139.0,72.0,94.89,56.73249551166965,763.0,78.0,13.67,17.0,6.29,2.54,0.0,20.838794233289644,55.62913907284768,63.90728476821192,96.24465786772632,40.3,34.11053540587219,71.55,9.493860383,34.599999999999994,0.0,70.38007863695938
Census tract,Tract 6813,17031681300,2182,39.0,19.0,4.0,1.0,56.0,204.0,4.0,136.0,22.0,6.0,57.0,158.512602195,68.0,91.74,30.53173241852487,880.0,78.0,12.28,13.917707566,7.319999999999999,2.44,0.0,13.295454545454549,49.80340760157274,66.18610747051113,145.3216180560953,56.8,32.82442748091603,90.14,9.519448634,32.2,0.0,71.81818181818181
Census tract,Tract 6814,17031681400,2474,49.0,24.0,7.0,2.0,56.0,194.0,0.0,113.0,21.0,9.0,33.0,253.487397805,81.0,68.86,74.23822714681441,651.0,51.12121936614278,13.326776552236232,16.082292434,6.773161716820714,3.6032741660359346,0.0,49.15514592933948,3.3232628398791544,37.160120845921455,120.07497816478173,34.6,48.333333333333336,68.65,9.535195628,8.6,0.0,79.10906298003071
Census tract,Tract 6903,17031690300,2302,42.0,7.0,10.0,2.0,59.0,188.0,2.0,116.0,23.0,5.0,48.0,157.0,72.0,93.05,54.63467829880043,736.0,78.0,13.33,10.0,3.75,1.34,1.4945652173913044,15.760869565217392,20.967741935483872,44.03225806451613,3764.0300926420496,37.2,16.93002257336343,80.91,9.480841257,17.8,0.0,93.34239130434784
Census tract,Tract 6904,17031690400,3363,50.0,37.0,3.0,2.0,89.0,313.0,0.0,237.0,23.0,1.0,111.0,256.0,76.0,89.62,31.46964856230032,1480.0,78.0,13.13,25.0,6.71,2.5,1.891891891891892,32.5,30.03003003003003,70.97097097097097,1411.1966764378055,42.2,24.257932446264075,82.17,9.462251092896167,20.7,0.0,83.17567567567568
Census tract,Tract 6905,17031690500,992,28.0,7.0,0.0,3.0,31.0,110.0,1.0,73.0,5.0,1.0,34.0,102.0,37.0,52.68000000000001,75.40453074433657,333.0,78.0,13.83,5.0,7.29,2.02,0.0,60.96096096096096,18.461538461538463,18.461538461538463,145.3766764,28.9,32.31707317073171,56.38,9.456219399,17.9,0.0,86.78678678678679
Census tract,Tract 6909,17031690900,4250,71.0,30.0,4.0,4.0,94.0,350.0,4.0,236.0,36.0,3.0,108.0,180.0,114.0,89.11,50.887978142076506,1744.0,78.0,11.6,28.0,7.34,2.57,3.038990825688073,45.06880733944954,40.292275574112736,54.27974947807933,118.66901969129644,35.2,23.036187113857014,56.76,9.469563661202193,21.7,9.51,74.08256880733946
Census tract,Tract 6910,17031691000,2668,31.0,12.0,3.0,3.0,103.0,280.0,0.0,214.0,30.0,2.0,99.0,172.0,66.0,83.71,63.46555323590815,1221.0,78.0,11.17,14.0,5.82,2.33,5.978705978705979,57.41195741195742,43.46153846153846,64.23076923076924,511.69914158593326,38.5,16.655290102389078,62.71,9.489315027322412,14.3,12.04,85.58558558558559
Census tract,Tract 6911,17031691100,2980,61.0,18.0,12.0,2.0,92.0,295.0,2.0,209.0,22.0,1.0,97.0,151.0,86.0,82.33,64.44241316270566,1118.0,78.0,13.38,16.0,6.84,2.23,5.903398926654741,27.370304114490164,10.591133004926109,26.231527093596057,998.9718124913256,38.6,25.96026490066225,81.16,9.502005464,16.2,0.0,79.60644007155635
Census tract,Tract 6912,17031691200,2277,58.0,14.0,11.0,2.0,92.0,284.0,4.0,201.0,17.0,6.0,91.0,138.0,83.0,96.43,56.13608748481167,870.0,78.0,14.169999999999998,14.0,5.06,1.77,0.2298850574712643,28.85057471264368,26.009693053311796,60.90468497576737,590.8037162149276,44.5,27.74086378737541,97.6,9.527627869,20.6,0.0,80.0
Census tract,Tract 6913,17031691300,2374,19.0,17.0,12.0,2.0,42.0,142.0,0.0,106.0,13.0,2.0,47.0,100.0,36.0,83.94,62.622549019607845,1093.0,75.0,13.42,10.0,3.55,1.77,6.1299176578225065,47.11802378774016,38.23529411764706,47.40484429065744,486.4290820290648,35.2,5.121527777777778,78.13,9.508109016,19.5,16.57,81.79322964318389
Census tract,Tract 6914,17031691400,3411,44.0,33.0,6.0,2.0,124.0,331.0,1.0,241.0,42.0,2.0,83.0,109.0,90.0,87.67,42.88939051918736,1310.0,78.0,13.07,17.0,5.7,2.36,0.0,43.51145038167939,49.05405405405405,62.29729729729729,170.21633184595134,45.6,22.34736218138708,61.95,9.491248907103833,19.6,20.08,78.01526717557252
Census tract,Tract 6915,17031691500,1806,37.0,17.0,7.0,1.0,56.0,205.0,2.0,148.0,14.0,5.0,73.0,152.0,57.0,85.0,66.40316205533597,889.0,78.0,12.61,18.0,5.86,3.2,0.0,25.984251968503933,43.920972644376896,62.46200607902736,195.2291864803987,39.4,21.8804920913884,84.2,9.470099180327868,41.2,59.82,77.72778402699663
Census tract,Tract 7001,17031700100,3326,29.0,15.0,3.0,2.0,54.0,162.0,1.0,119.0,11.0,1.0,49.0,86.0,43.0,72.04,70.51209904333146,1081.0,37.0,14.5,5.0,5.1,1.7,5.180388529139686,86.95652173913044,45.39007092198582,63.12056737588653,290.986800225466,46.2,4.925241864555849,75.98,9.611525137,8.7,99.99,90.00925069380203
Census tract,Tract 7002,17031700200,6554,12.0,9.0,2.0,0.0,36.0,108.0,2.0,88.0,7.0,1.0,41.0,53.0,20.0,80.5,58.57287791680758,1884.0,37.0,13.58,5.0,5.96,2.13,8.9171974522293,90.97664543524417,40.0,59.41176470588236,283.82003261774486,37.5,0.0,75.22,9.636888525,14.2,71.57,88.1104033970276
Census tract,Tract 7003.01,17031700301,5762,9.0,4.0,0.0,0.0,69.0,121.0,1.0,108.0,4.0,0.0,34.0,39.0,13.0,73.4,75.70664629488158,1895.0,31.0,14.28,0.0,1.38,0.0,3.641160949868074,88.60158311345646,8.796296296296296,58.79629629629629,197.40702683615064,31.9,0.0,48.17,9.654922131,11.3,49.52,83.11345646437994
Census tract,Tract 7003.02,17031700302,5662,11.0,6.0,1.0,3.0,43.0,89.0,0.0,71.0,2.0,2.0,22.0,39.0,18.0,77.92999999999999,75.44623421854592,1805.0,46.0,14.13,3.0,1.89,0.94,3.878116343490305,89.86149584487535,42.07650273224044,78.14207650273224,297.8075948539385,37.0,2.956989247311828,57.9,9.673703005,12.0,40.96,87.14681440443213
Census tract,Tract 7004.01,17031700401,5822,10.0,6.0,1.0,1.0,50.0,152.0,1.0,124.0,14.0,3.0,67.0,80.0,28.0,74.33999999999999,64.20982735723771,1883.0,37.0,14.92,2.0,4.7,0.63,2.496016994158258,79.182156133829,31.12244897959184,68.36734693877551,241.64959185973888,35.7,4.124236252545825,70.29,9.647562295,12.4,86.97,96.54806160382368
Census tract,Tract 7004.02,17031700402,4082,10.0,7.0,0.0,0.0,31.0,91.0,1.0,71.0,8.0,2.0,32.0,49.0,20.0,59.14,51.31752305665349,1196.0,46.0,14.89,2.0,4.28,1.07,2.508361204013378,94.56521739130434,20.0,20.0,257.06104892844195,41.4,2.843216896831844,66.62,9.658698361,3.9,55.64,95.73578595317726
Census tract,Tract 7005.01,17031700501,6912,30.0,22.0,1.0,2.0,104.0,309.0,0.0,242.0,27.0,8.0,116.0,119.0,67.0,71.95,74.80422199523323,2530.0,37.0,13.75,8.0,3.75,1.4999999999999998,0.0,71.6205533596838,46.239554317548745,58.21727019498607,221.63416628667247,44.7,1.7857142857142856,58.91,9.623963934,13.3,89.78,79.88142292490119
Census tract,Tract 7005.02,17031700502,2978,11.0,1.0,1.0,0.0,31.0,79.0,0.0,58.0,7.0,3.0,26.0,29.0,21.0,69.66,64.8336727766463,1191.0,37.0,11.75,1.0,16.67,2.78,3.61041141897565,86.48194794290512,52.17391304347826,86.33540372670807,208.77921345695097,34.2,1.9753086419753083,51.58,9.623554645,6.1,52.6,93.53484466834593
Census tract,Tract 7101,17031710100,1015,19.0,8.0,8.0,0.0,34.0,99.0,0.0,69.0,11.0,0.0,27.0,78.0,30.0,74.32,51.08359133126935,518.0,78.0,13.0,8.0,4.3,1.81,2.1235521235521237,26.25482625482625,8.638743455497382,46.07329842931937,152.8072544,29.5,22.686567164179102,75.09,9.535958197,37.4,0.0,62.74131274131274
Census tract,Tract 7102,17031710200,4635,60.0,15.0,6.0,5.0,100.0,305.0,2.0,209.0,24.0,7.0,92.0,212.0,96.0,94.81,53.68916797488226,1739.0,49.009886992489974,12.07,47.0,8.91,3.95,0.0,26.68200115008625,35.6078431372549,49.72549019607843,68.1537515055987,29.9,20.00919963201472,77.12,9.551762568,22.8,0.0,71.24784358826912
Census tract,Tract 7103,17031710300,1424,17.0,11.0,3.0,3.0,32.0,120.0,0.0,89.0,10.0,1.0,46.0,45.0,31.0,60.59,52.85285285285285,558.0,37.0,16.83,15.0,9.79,3.87,0.0,36.37992831541219,26.76056338028169,42.25352112676056,196.5608943,38.8,14.153846153846152,71.43,9.560136338797808,11.7,0.0,77.77777777777779
Census tract,Tract 7104,17031710400,5424,50.0,32.0,4.0,2.0,103.0,315.0,3.0,230.0,31.0,2.0,92.0,132.0,85.0,78.09,57.07045108971111,2229.0,37.0,12.39,15.0,5.71,1.68,0.4486316733961417,51.95154777927322,49.85994397759104,64.2390289449113,110.83348449293509,40.8,10.553772070626003,88.37,9.574569399,21.6,5.91,77.92732166890983
Census tract,Tract 7105,17031710500,4036,58.0,26.0,18.0,4.0,106.0,314.0,1.0,215.0,34.0,3.0,82.0,179.0,99.0,92.74,63.195435092724686,1511.0,37.0,12.54,31.0,6.73,3.07,0.5294506949040371,44.40767703507611,12.857142857142856,58.45238095238096,135.7689929420094,42.6,23.53238866396761,79.65,9.598767486,18.0,0.0,83.91793514228988
Census tract,Tract 7106,17031710600,1706,18.0,5.0,2.0,0.0,29.0,110.0,0.0,81.0,11.0,0.0,47.0,129.0,29.0,76.03999999999999,29.895366218236173,915.0,37.0,11.25,20.0,9.76,4.34,0.0,38.68852459016394,27.09447415329768,45.27629233511586,194.63665118558023,47.7,11.078717201166182,65.23,9.582054098,18.0,86.58,71.03825136612022
Census tract,Tract 7107,17031710700,3420,38.0,20.0,6.0,3.0,67.0,209.0,1.0,145.0,20.0,3.0,57.0,128.0,64.0,96.36,72.14659685863874,1266.0,37.0,13.58,23.0,5.1,2.5,5.055292259083728,35.939968404423375,31.689272503082616,39.82737361282368,103.45020140062572,29.1,22.14022140221402,60.05,9.577411749,26.8,62.57,77.64612954186414
Census tract,Tract 7108,17031710800,4804,68.0,22.0,18.0,0.0,161.0,418.0,3.0,312.0,31.0,7.0,126.0,172.0,106.0,90.51,54.25971877584781,1970.0,50.0,14.22,22.0,3.5999999999999996,1.55,0.0,26.5989847715736,19.64038727524205,59.88934993084371,129.75913186607826,35.0,13.86095321381723,85.34,9.560556831,26.8,15.56,74.61928934010153
Census tract,Tract 7109,17031710900,1942,27.0,7.0,4.0,4.0,61.0,189.0,1.0,139.0,17.0,2.0,70.0,124.0,50.0,81.76,58.490566037735846,754.0,78.0,14.5,5.0,4.46,1.17,6.896551724137931,46.81697612732096,31.67082294264339,51.12219451371571,197.79083242852727,42.6,15.090090090090092,93.3,9.56306612,20.7,0.0,85.94164456233422
Census tract,Tract 7110,17031711000,3058,44.0,13.0,5.0,1.0,67.0,216.0,1.0,149.0,20.0,2.0,68.0,150.0,67.0,93.53,70.16337059329321,1252.0,50.0,12.22,19.0,8.53,4.05,12.779552715654953,44.32907348242812,14.92109038737446,44.76327116212339,153.27031999984632,43.9,14.88783140720598,87.23,9.585587431693988,21.3,81.88,71.08626198083067
Census tract,Tract 7111,17031711100,2499,29.0,13.0,10.0,0.0,54.0,166.0,2.0,122.0,13.0,2.0,53.0,121.0,44.0,85.05,43.57707509881423,1048.0,37.0,12.83,9.0,6.89,2.95,9.82824427480916,63.358778625954194,18.75,45.05208333333333,212.34878089572229,38.3,4.553734061930783,67.89,9.596943989,23.1,28.87,79.38931297709924
Census tract,Tract 7112,17031711200,4687,26.0,18.0,2.0,0.0,75.0,199.0,0.0,161.0,10.0,2.0,68.0,142.0,38.0,82.34,54.6626984126984,1751.0,37.0,13.46,14.0,5.96,2.03,0.0,69.27470017133068,27.881040892193308,55.94795539033457,149.13360455771283,41.4,10.89058524173028,63.08,9.607613388,11.5,25.69,85.66533409480297
Census tract,Tract 7113,17031711300,1462,9.0,16.0,2.0,0.0,31.0,83.0,0.0,70.0,3.0,1.0,23.0,61.0,13.0,94.85,74.18772563176896,666.0,74.0,13.25,1.0,1.39,0.28,4.804804804804805,51.2012012012012,14.461538461538462,34.46153846153846,324.5220526497948,41.0,6.064880112834979,68.77,9.623293169398908,14.9,12.16,78.07807807807808
Census tract,Tract 7114,17031711400,2394,25.0,14.0,7.0,0.0,38.0,148.0,0.0,108.0,14.0,1.0,56.0,167.0,40.0,75.85,51.88323917137476,874.0,74.0,14.0,10.0,7.51,3.41,0.8009153318077803,67.7345537757437,43.26241134751773,71.98581560283688,319.3886183107769,36.7,10.174717368961971,95.83,9.605456557,14.499999999999998,35.3,88.558352402746
Census tract,Tract 7115,17031711500,2372,21.0,6.0,0.0,1.0,33.0,108.0,1.0,77.0,9.0,0.0,37.0,80.0,31.0,71.32,69.5562435500516,873.0,78.0,11.0,0.0,2.09,0.0,1.8327605956471935,75.48682703321879,39.719626168224295,56.54205607476636,200.22384020623943,41.4,10.27749229188078,88.62,9.587947814,8.200000000000001,51.23,92.32531500572738
Census tract,Tract 7201,17031720100,3344,3.0,7.0,3.0,0.0,66.0,108.0,0.0,93.0,11.0,1.0,20.0,8.0,15.0,12.65,63.19758672699849,1114.0,77.0,14.5,0.0,7.249999999999999,0.0,0.0,99.01256732495511,0.0,0.0,153.8750724534091,33.4,3.9655172413793114,26.93,9.639557923,12.6,1.78,98.74326750448832
