Layer,Name,GEOID,Population,CZA_2023,CZB_2023,CZD_2023,CZH_2023,CZL_2023,CZM_2023,CZO_2023,CZP_2023,CZR_2023,CZS_2023,CZT_2023,CZU_2012-2016,CZV_2023,SVI_2022,CAR_2018-2022,CHAOVXP_2018-2022,EKR_2022,EKW_2022,EVC_2018,EVF_2018,EVR_2018,HTJ_2018-2022,HUO_2018-2022,RBS_2018-2022,RBU_2018-2022,TRF_2020,TRV_2018-2022,VAC_2018-2022,CHAIXYP_2023,PMC_2020,FAI_2022,LFA_2019,WWW_2018-2022
,,,,"Aggravated assault/battery (crimes), 2023","Burglary (crimes), 2023","Drug abuse (crimes), 2023","Homicide (crimes), 2023","Larceny (theft) (crimes), 2023","Major crime (crimes), 2023","Arson (crimes), 2023","Property crime (crimes), 2023","Robbery (crimes), 2023","Criminal sexual assault (crimes), 2023","Motor vehicle theft (crimes), 2023","Public crime (crimes), 2012-2016","Violent crime (crimes), 2023","Social Vulnerability Index (percentile), 2022","Drive alone to work (% of workers 16 years and older), 2018-2022","Households (count of households), 2018-2022","Proximity to roads, railways, and airports index, 2022","Walkability Index, 2022","Evictions (evictions), 2018","Eviction filing rate (filings per 100 renter-occupied households), 2018","Eviction rate (% of renter-occupied households), 2018","Crowded housing (% of occupied housing units), 2018-2022","Owner occupied (% of occupied housing units), 2018-2022","Severely rent-burdened (% of renter-occupied housing units), 2018-2022","Rent-burdened (% of renter-occupied housing units), 2018-2022","Traffic intensity (distance-weighted vehicles), 2020","Mean travel time to work (minutes), 2018-2022","Vacant (% of housing units), 2018-2022","Chicago Environmental Justice Index (score), 2023","Particulate matter (PM 2.5) concentration (µg/m3), 2020","Food insecurity (% of residents), 2022","Low food access (% of residents), 2019","Internet access (% of households), 2018-2022"
Census tract,Tract 101,17031010100,4905,26.0,12.0,12.0,2.0,91.0,178.0,1.0,143.0,7.0,0.0,39.0,92.0,35.0,82.48,33.85885885885886,2322.0,37.0,12.83,15.0,4.29,0.8,1.9810508182601203,34.32385874246339,28.852459016393446,46.62295081967213,282.50315795470334,33.0,21.07409925220938,30.34,8.608972404,16.8,22.36,92.2049956933678
Census tract,Tract 102.01,17031010201,6939,29.0,14.0,4.0,0.0,97.0,196.0,0.0,158.0,6.0,3.0,47.0,80.0,38.0,91.21,50.74792243767313,3028.0,37.0,15.0,17.0,4.47,0.83,15.290620871862616,27.311756935270804,18.94593366651522,38.98228078146297,206.77472158813947,35.2,7.682926829268292,43.62,8.654188251,16.7,0.0,90.22457067371202
Census tract,Tract 102.02,17031010202,2742,28.0,12.0,22.0,1.0,300.0,390.0,0.0,332.0,24.0,5.0,20.0,63.0,58.0,93.97,47.340823970037455,1223.0,37.0,15.829999999999998,6.0,1.82,0.68,10.7113654946852,23.712183156173342,22.40085744908896,52.840300107181136,133.06153649819476,37.9,7.207890743550835,48.29,8.641408743,19.9,0.0,93.45870809484872
Census tract,Tract 103,17031010300,6305,30.0,5.0,4.0,0.0,132.0,232.0,1.0,186.0,10.0,6.0,48.0,29.0,46.0,79.13,46.3768115942029,3047.0,37.0,14.25,5.0,1.46,0.24,6.892024942566459,36.6918280275681,33.64437532400208,53.18818040435459,257.2054048028707,36.5,8.22289156626506,33.75,8.626913115,10.1,30.79,92.2874958976042
Census tract,Tract 104,17031010400,5079,10.0,4.0,3.0,0.0,142.0,207.0,0.0,181.0,12.0,4.0,35.0,21.0,26.0,33.1,35.91111111111111,2058.0,56.0,14.5,10.0,2.11,0.64,0.0,28.668610301263364,32.9700272479564,47.13896457765668,444.07620325310097,37.6,14.14267834793492,15.04,8.653578689,13.8,0.1,85.71428571428571
Census tract,Tract 105.01,17031010501,4206,11.0,8.0,2.0,0.0,78.0,129.0,1.0,111.0,5.0,2.0,24.0,14.0,18.0,54.93,37.51460849240358,2417.0,37.0,13.44,13.0,1.41,0.63,0.6206040546131568,15.721969383533304,21.502209131075112,44.23171330387825,370.4088821418925,36.6,9.441738478831024,23.39,8.652951366,16.1,0.0,90.4426975589574
Census tract,Tract 105.02,17031010502,3278,7.0,8.0,2.0,0.0,49.0,80.0,0.0,70.0,2.0,1.0,13.0,14.0,10.0,73.92999999999999,31.71677982541222,1582.0,56.0,14.33,7.0,0.89,0.57,9.5448798988622,25.72692793931732,27.659574468085108,53.78723404255319,347.2538367386211,35.7,13.599126160567996,20.48,8.675446448,16.2,0.0,88.81163084702908
Census tract,Tract 105.03,17031010503,2565,6.0,8.0,1.0,1.0,80.0,136.0,0.0,115.0,11.0,3.0,27.0,18.0,21.0,75.21,33.550792171481824,1315.0,78.0,16.08,1.0,0.92,0.11,2.737642585551331,14.52471482889734,31.494661921708182,47.33096085409253,337.4118345976608,33.2,9.869773817683344,37.93,8.691851639,26.1,0.0,83.34600760456273
Census tract,Tract 106,17031010600,6225,29.0,16.0,1.0,0.0,137.0,267.0,1.0,215.0,18.0,5.0,61.0,59.0,52.0,59.650000000000006,31.412103746397698,2943.0,58.00000000000001,14.5,5.0,1.44,0.22,2.854230377166157,37.98844716275909,20.6027397260274,52.49315068493152,89.14796553319519,38.5,7.248660573589663,21.24,8.67944071,10.2,0.0,92.5246347264696
Census tract,Tract 107.01,17031010701,3673,1.0,6.0,0.0,0.0,43.0,98.0,0.0,92.0,5.0,0.0,43.0,11.0,6.0,67.78,50.17905102954342,1603.0,37.0,12.83,8.0,2.79,1.02,8.60885839051778,52.65127885215222,24.24242424242424,57.18050065876152,275.6500229427988,30.2,8.347627215551743,37.8,8.687143169,8.7,0.0,98.68995633187772
Census tract,Tract 107.02,17031010702,4776,10.0,5.0,0.0,2.0,73.0,138.0,0.0,114.0,10.0,2.0,36.0,41.0,24.0,93.31,35.24663677130045,1915.0,37.0,15.13,9.0,1.87,0.56,11.592689295039165,21.2532637075718,23.0106100795756,51.06100795755968,153.78650680332913,35.0,10.430308699719363,42.98,8.676306831,16.8,0.0,92.42819843342036
Census tract,Tract 201,17031020100,4202,7.0,6.0,2.0,0.0,56.0,108.0,1.0,92.0,6.0,3.0,29.0,21.0,16.0,82.23,57.57575757575758,1679.0,37.0,13.92,15.0,3.09,1.78,5.24121500893389,34.54437164979154,20.74613284804368,52.32029117379435,367.1936462189672,33.2,2.21316249271986,38.18,8.672136885,15.4,0.0,94.34187016081
Census tract,Tract 202,17031020200,7128,9.0,5.0,0.0,0.0,59.0,122.0,1.0,102.0,9.0,2.0,37.0,16.0,20.0,58.96,63.27568667344863,1989.0,37.0,16.17,7.0,3.83,1.49,4.927099044746104,77.22473604826547,15.89403973509934,36.64459161147903,120.82255795305836,31.5,8.677685950413224,33.12,8.697636885,8.7,4.27,100.0
Census tract,Tract 203.01,17031020301,5261,3.0,13.0,1.0,0.0,42.0,89.0,0.0,81.0,5.0,0.0,26.0,4.0,8.0,80.49,62.83309957924264,2215.0,49.0,14.11,3.0,0.88,0.53,1.0835214446952597,70.56433408577878,28.98773006134969,41.71779141104295,140.24938615938984,42.9,1.4241210502892745,40.83,8.757525956,14.3,39.21,84.96613995485328
Census tract,Tract 203.02,17031020302,5010,8.0,12.0,1.0,1.0,64.0,140.0,0.0,116.0,14.0,1.0,40.0,16.0,24.0,66.41,56.425077812361046,1736.0,26.0,14.72,2.0,2.18,0.29,0.0576036866359447,62.84562211981567,9.767441860465116,47.44186046511628,171.4921345104511,34.4,5.084745762711865,20.61,8.725568306,12.1,35.76,89.8041474654378
Census tract,Tract 204,17031020400,4435,12.0,8.0,1.0,0.0,54.0,123.0,0.0,101.0,7.0,3.0,39.0,22.0,22.0,85.6,55.713630105553,1669.0,37.0,13.5,6.0,1.6,0.8,4.853205512282805,46.55482324745356,26.345291479820627,52.242152466367706,268.5359579795265,30.5,11.458885941644564,35.78,8.707949727,13.2,19.63,91.13241461953264
Census tract,Tract 205,17031020500,6599,29.0,11.0,7.0,1.0,93.0,176.0,1.0,134.0,11.0,1.0,29.0,34.0,42.0,97.63,46.40397857689365,2221.0,76.0,14.96,11.0,2.19,0.71,13.0121566861774,27.375056280954524,29.38623682579045,48.171109733416,217.1546211692984,32.4,10.803212851405622,64.1,8.741630601,20.8,0.61,86.89779378658262
Census tract,Tract 206.01,17031020601,6699,13.0,12.0,2.0,0.0,55.0,119.0,0.0,99.0,7.0,0.0,32.0,42.0,20.0,93.76,50.96827358879275,2058.0,32.0,15.11,5.0,1.1300000000000001,0.47,4.616132167152575,53.93586005830904,29.324894514767934,44.09282700421941,131.87866823048813,32.5,9.379128137384413,36.54,8.777037705,17.9,5.28,90.37900874635568
Census tract,Tract 206.02,17031020602,4662,12.0,9.0,4.0,0.0,53.0,111.0,0.0,89.0,9.0,1.0,27.0,26.0,22.0,68.23,66.49855907780979,1602.0,66.0,13.38,0.0,0.51,0.0,10.049937578027466,53.37078651685393,19.27710843373494,44.84605087014726,244.9104815573788,29.2,7.983917288914418,27.69,8.757116393,10.6,20.24,93.1960049937578
Census tract,Tract 207.01,17031020701,1879,10.0,5.0,7.0,0.0,17.0,46.0,0.0,34.0,2.0,0.0,12.0,6.0,12.0,48.29,65.41717049576783,764.0,32.0,16.33,0.0,3.15,0.0,0.9162303664921464,69.76439790575915,31.16883116883117,51.94805194805194,315.2032610645024,36.2,5.7953144266337855,26.8,8.849285519,11.5,47.12,98.56020942408377
Census tract,Tract 207.02,17031020702,7717,23.0,26.0,4.0,0.0,111.0,207.0,2.0,168.0,12.0,4.0,29.0,28.0,39.0,92.26,73.79480840543881,2483.0,32.0,14.75,6.0,1.7,0.36,23.439387837293594,40.55577929923479,27.91327913279133,44.105691056910565,314.16801354626153,27.3,3.3476060724017125,46.02,8.826627596,18.0,0.0,81.35320177204994
Census tract,Tract 208.01,17031020801,5648,9.0,13.0,2.0,0.0,60.0,116.0,1.0,100.0,3.0,4.0,26.0,15.0,16.0,74.68,61.36959370904325,2175.0,64.0,14.54,3.0,1.0,0.25,4.045977011494252,45.28735632183908,27.22689075630252,48.65546218487395,340.1907587613845,33.8,7.170294494238156,39.32,8.828163661,12.2,0.0,86.29885057471265
Census tract,Tract 208.02,17031020802,7546,19.0,22.0,2.0,2.0,65.0,163.0,0.0,127.0,13.0,2.0,40.0,36.0,36.0,89.9,60.82307193778354,2131.0,64.0,14.5,8.0,1.18,0.5,14.265603003284845,34.584702017832,24.67718794835007,37.01578192252511,275.2563253937185,34.2,10.273684210526316,43.49,8.800183607,18.4,0.0,92.63256687001407
Census tract,Tract 209.01,17031020901,5848,16.0,17.0,6.0,0.0,67.0,154.0,0.0,121.0,17.0,0.0,37.0,45.0,33.0,87.72,53.90334572490706,2197.0,78.0,13.22,15.0,4.43,1.15,7.737824305871643,36.54984069185252,22.38163558106169,55.38020086083214,279.08045871650137,31.7,11.16053376465831,45.39,8.778372131,13.3,0.0,94.7200728265817
Census tract,Tract 209.02,17031020902,4488,2.0,7.0,1.0,0.0,81.0,141.0,0.0,127.0,12.0,0.0,39.0,19.0,14.0,96.29,49.3125,1597.0,78.0,14.5,8.0,1.83,1.05,8.015028177833438,42.83030682529744,24.205914567360352,55.202628696604606,303.03544865768714,36.5,9.977452085682074,56.01,8.757672404,16.400000000000002,0.0,88.97933625547903
Census tract,Tract 301.01,17031030101,3687,8.0,12.0,1.0,1.0,80.0,129.0,0.0,112.0,7.0,1.0,20.0,15.0,17.0,89.74,25.790139064475348,2047.0,78.0,12.83,14.0,2.52,1.07,9.379579872984856,32.291157791890576,26.11832611832612,57.14285714285714,363.3064132165446,39.8,13.299449385853451,31.35,8.723807104,24.0,0.0,88.17782120175866
Census tract,Tract 301.02,17031030102,3121,4.0,7.0,0.0,0.0,52.0,89.0,1.0,78.0,6.0,1.0,18.0,9.0,11.0,78.48,24.94541484716157,1878.0,78.0,11.61,7.0,4.16,0.58,0.4259850905218317,43.07774227902024,22.07670720299345,39.195509822263794,384.5862753607177,35.0,12.447552447552448,27.18,8.712313934,16.3,0.0,99.04153354632588
Census tract,Tract 301.03,17031030103,2104,8.0,3.0,1.0,0.0,23.0,45.0,0.0,35.0,2.0,0.0,9.0,4.0,10.0,78.74,27.74822695035461,1030.0,78.0,12.08,3.0,1.68,0.46,6.990291262135923,28.932038834951456,16.256830601092894,38.79781420765027,535.7377155537073,46.8,11.053540587219343,9.73,8.694699454,19.0,0.0,96.2135922330097
Census tract,Tract 301.04,17031030104,3521,3.0,1.0,0.0,0.0,23.0,40.0,0.0,35.0,2.0,0.0,11.0,2.0,5.0,68.89,20.921658986175117,991.0,78.0,8.58,3.0,1.28,0.48,2.9263370332996974,39.15237134207871,36.318407960199,58.540630182421225,596.5420154467765,29.4,15.515771526001704,18.84,8.692881694,18.7,0.0,95.76185671039354
Census tract,Tract 302,17031030200,5627,9.0,25.0,2.0,0.0,149.0,234.0,0.0,215.0,9.0,1.0,41.0,29.0,19.0,43.89,43.626062322946176,2575.0,78.0,16.0,4.0,0.54,0.31,0.7766990291262136,48.0,12.098581030619863,32.412247946228526,267.762104357313,34.1,5.9875867104782765,15.42,8.730430328,12.0,0.0,95.41747572815534
Census tract,Tract 303,17031030300,3148,4.0,9.0,0.0,0.0,38.0,73.0,0.0,66.0,3.0,0.0,19.0,4.0,7.0,66.4,34.54106280193236,1490.0,78.0,14.83,7.0,1.23,0.66,4.899328859060403,33.422818791946305,15.92741935483871,31.955645161290324,514.0363837519695,37.4,1.3898080741230974,39.82,8.746627322,14.8,0.0,91.94630872483222
Census tract,Tract 304,17031030400,2597,1.0,6.0,1.0,0.0,31.0,56.0,0.0,53.0,2.0,0.0,16.0,14.0,3.0,41.85,46.593533487297925,1278.0,78.0,16.5,5.0,2.31,0.61,2.582159624413145,33.95931142410016,16.70616113744076,34.241706161137444,570.6585659259144,32.7,5.473372781065089,33.25,8.784442896,13.1,0.0,91.78403755868544
Census tract,Tract 305,17031030500,6183,10.0,15.0,2.0,0.0,166.0,238.0,0.0,222.0,4.0,2.0,41.0,25.0,16.0,28.43,36.47567567567568,2983.0,78.0,15.29,4.0,1.06,0.27,0.0,50.754274220583305,14.091218515997278,28.38665759019741,571.8114969940159,39.5,9.44140862173649,13.78,8.76614918,8.1,0.0,95.80958766342609
Census tract,Tract 306.01,17031030601,3293,10.0,6.0,2.0,0.0,57.0,95.0,0.0,81.0,0.0,4.0,18.0,11.37337986,14.0,81.35,25.125125125125123,1883.0,78.0,11.28,4.306268406,2.78,0.46,7.806691449814126,26.71269251194901,15.0,54.42028985507247,380.00484695365935,30.8,13.02540415704388,28.19,8.731715847,16.2,0.0,94.31757833244822
Census tract,Tract 306.03,17031030603,2045,7.0,15.0,0.0,0.0,51.0,107.0,0.0,86.0,13.0,1.0,20.0,18.0,21.0,64.17,26.34180790960452,1360.0,78.0,10.58,3.0,0.84,0.22999999999999998,8.308823529411764,12.5,16.80672268907563,38.655462184873954,983.949462822396,38.4,12.82051282051282,24.65,8.757469399,16.5,0.0,92.64705882352942
Census tract,Tract 306.04,17031030604,3737,3.0,3.0,3.0,0.0,25.0,37.0,0.0,32.0,1.0,1.0,4.0,8.62662014,5.0,61.81,45.96903363587827,2109.0,78.0,10.588887684878188,11.693731593999999,3.230135276884688,0.5767017384515858,2.228544333807492,27.78568041725936,25.869993434011818,44.254760341431385,1124.342973040781,38.1,14.580801944106923,22.25,8.741660109,16.1,0.0,90.04267425320057
Census tract,Tract 307.01,17031030701,1671,6.0,5.0,2.0,0.0,47.0,76.0,0.0,60.0,3.0,7.0,8.0,8.0,16.0,83.85000000000001,29.8636926889715,877.0,78.0,12.67,7.0,3.34,0.97,3.990877993158495,17.103762827822123,28.060522696011,45.2544704264099,1159.372025,36.2,10.873983739837398,27.94,8.762336885,22.0,0.0,85.86088939566704
Census tract,Tract 307.02,17031030702,2318,,,,,,,,,,,,3.9033942919999998,,66.94,36.903831118060985,1514.0,78.0,11.71138300703611,4.552504653,2.0531295500088023,0.5456373500238916,7.26552179656539,59.90752972258917,28.665568369028005,48.59967051070841,1343.2297304262293,33.8,8.519637462235648,17.95,8.764027596,17.5,0.0,97.6221928665786
Census tract,Tract 307.03,17031030703,3075,7.0,9.0,3.0,0.0,142.0,185.0,0.0,170.0,6.0,2.0,19.0,16.0,15.0,79.46,26.174112256586486,1914.0,78.0,13.94,5.0,1.66,0.38,0.522466039707419,25.65308254963428,16.444132115249474,45.32677442023893,638.8521441403252,36.4,7.936507936507936,36.66,8.781444536,22.2,0.0,88.03552769070009
Census tract,Tract 307.06,17031030706,2933,7.0,9.0,0.0,1.0,48.0,76.0,0.0,66.0,2.0,0.0,9.0,10.096605708,10.0,60.81,24.072672218016656,1882.0,78.0,13.580000000000002,7.447495347,2.11,0.6999999999999998,2.284803400637619,38.94792773645058,40.99216710182768,59.442993907745866,988.8869710992842,35.9,11.932615816565278,24.53,8.764051366,16.0,0.0,91.2327311370882
Census tract,Tract 308,17031030800,4284,2.0,7.0,1.0,0.0,46.0,80.0,0.0,73.0,3.0,2.0,20.0,19.0,7.0,22.17,29.7999297999298,2167.0,78.0,15.13,2.0,0.19,0.19,0.0,39.5016151361329,16.85736079328757,41.64759725400457,287.9315208905929,37.6,6.109185441941074,16.81,8.791342077,11.4,0.0,95.523765574527
Census tract,Tract 309,17031030900,2952,4.0,13.0,1.0,0.0,98.0,138.0,0.0,131.0,3.0,0.0,20.0,9.0,7.0,23.69,31.574030826716488,1481.0,78.0,17.38,0.0,1.0,0.0,0.675219446320054,46.59014179608373,17.9519595448799,43.23640960809102,227.21770805176152,37.7,11.476389719067544,24.15,8.811812295,10.7,0.0,93.6529372045915
Census tract,Tract 310,17031031000,3868,3.0,12.0,1.0,0.0,60.0,103.0,0.0,92.0,7.0,1.0,20.0,8.0,11.0,15.62,39.16759568933482,1984.0,78.0,15.28,3.0,0.41,0.25,0.0,47.127016129032256,8.674928503336512,39.46615824594852,316.7116326689504,35.7,9.365006852444038,23.64,8.848331967,10.3,0.0,93.34677419354838
Census tract,Tract 311,17031031100,4691,2.0,12.0,0.0,0.0,69.0,108.0,0.0,103.0,3.0,0.0,22.0,15.0,5.0,32.59,30.477806050325132,2861.0,78.0,15.56,8.0,0.89,0.48,0.3495281370150297,18.69975533030409,19.905417024935517,37.05932932072227,227.7804388052228,37.8,4.474123539232053,14.29,8.823224317,14.499999999999998,0.0,95.10660608178958
Census tract,Tract 312,17031031200,5541,46.0,29.0,9.0,0.0,132.0,284.0,0.0,204.0,25.0,9.0,43.0,75.0,80.0,95.42,30.40387722132472,3457.0,78.0,15.040000000000001,15.0,1.87,0.7,3.7604859704946487,16.922186867225918,30.46657381615599,55.571030640668525,253.9205416868436,35.3,3.624198494563703,38.31,8.810872404,24.2,0.0,78.70986404396876
Census tract,Tract 313,17031031300,6719,12.0,9.0,0.0,0.0,84.0,137.0,0.0,123.0,1.0,1.0,30.0,13.0,14.0,80.5,39.85220374769069,4502.0,78.0,13.6,4.0,0.8,0.14,0.9551310528653932,35.93958240781875,17.54507628294036,39.90984743411928,970.5001205751304,39.5,7.575446520221721,40.58,8.792278962,16.2,0.0,88.64948911594847
Census tract,Tract 314,17031031400,5221,17.0,11.0,2.0,1.0,209.0,300.0,0.0,272.0,7.0,3.0,52.0,29.0,28.0,35.370000000000005,31.405928969768127,3087.0,73.0,14.28,11.0,2.04,0.8,0.9394233884029802,48.65565273728539,19.17981072555205,49.77917981072555,918.7270063528824,35.2,15.632686526373329,13.65,8.817375956,9.1,0.0,99.41690962099126
Census tract,Tract 315.01,17031031501,4155,18.0,6.0,3.0,1.0,55.0,111.0,1.0,81.0,5.0,6.0,19.0,22.0,30.0,94.88,35.48689138576779,1996.0,78.0,13.33,8.0,2.79,0.51,4.308617234468938,19.38877755511022,22.18769422001243,51.14978247358608,539.4675272252755,36.7,4.997620180866255,56.89,8.822185246,25.0,0.0,88.37675350701403
Census tract,Tract 315.02,17031031502,4712,7.0,8.0,1.0,0.0,62.0,113.0,0.0,96.0,8.0,2.0,26.0,33.0,17.0,86.21,22.896790980052035,2445.0,78.0,12.0,16.0,2.65,0.79,6.871165644171779,12.63803680981595,21.11423220973783,44.99063670411985,227.2074794002122,38.1,8.495508982035927,47.16,8.837123224,21.1,0.0,89.20245398773005
Census tract,Tract 317,17031031700,6294,32.0,16.0,4.0,0.0,112.0,211.0,0.0,174.0,5.0,0.0,46.0,65.0,37.0,39.94,39.0345128877239,3107.0,78.0,14.63,14.0,1.59,0.59,1.8345671065336335,40.97199871258449,18.75681570338059,38.113413304252994,106.15633685404352,34.5,16.702412868632706,12.52,8.855294262,13.2,0.0,97.19987125844868
Census tract,Tract 318,17031031800,1910,3.0,6.0,0.0,0.0,31.0,52.0,0.0,45.0,4.0,0.0,8.0,4.0,7.0,42.25,28.235294117647054,1041.0,78.0,17.0,0.0,0.19,0.0,5.283381364073007,39.76945244956772,21.371610845295056,34.44976076555024,249.1528723,37.7,5.018248175182482,11.38,8.866201913,14.3,0.0,96.63784822286264
Census tract,Tract 319,17031031900,2522,4.0,4.0,0.0,0.0,86.0,116.0,0.0,105.0,5.0,2.0,15.0,8.0,11.0,24.64,24.147414741474147,1338.0,74.0,14.25,0.0,0.48,0.0,0.523168908819133,35.874439461883405,6.293706293706294,41.02564102564102,145.11268765146707,37.6,4.360257326661901,6.83,8.88459235,7.399999999999999,0.33,93.34828101644244
Census tract,Tract 321,17031032100,7543,21.0,24.0,2.0,0.0,183.0,287.0,0.0,243.0,14.0,9.0,36.0,22.0,44.0,70.33,28.504581789822574,4207.0,78.0,14.4,16.0,1.27,0.55,7.154742096505824,24.69693368195864,16.00378787878788,37.18434343434344,294.24783777440007,34.5,8.36419080810281,27.05,8.865901366,15.5,0.0,93.15426669835988
Census tract,Tract 401,17031040100,3905,13.0,13.0,3.0,0.0,53.0,111.0,1.0,87.0,9.0,2.0,20.0,17.0,24.0,31.34,49.29635761589404,1875.0,78.0,16.33,1.0,0.49,0.12,0.8,48.053333333333335,20.841889117043124,41.889117043121146,142.83291187884765,38.1,4.042988741044012,22.12,8.817609836,9.0,59.85,96.90666666666668
Census tract,Tract 402.01,17031040201,6408,23.0,29.0,7.0,0.0,107.0,203.0,0.0,165.0,9.0,6.0,29.0,22.0,38.0,24.46,44.98020032611228,3012.0,78.0,15.170000000000002,3.0,0.48,0.16,0.5644090305444888,43.559096945551126,13.823529411764708,40.88235294117647,282.70642187097377,33.5,3.862112990743696,13.15,8.898679508,10.3,0.0,96.84594953519256
Census tract,Tract 402.02,17031040202,7318,18.0,16.0,10.0,0.0,100.0,167.0,0.0,142.0,3.0,4.0,26.0,20.0,25.0,96.59,42.303664921465966,2908.0,72.0,15.08,6.0,1.44,0.28,9.766162310866576,34.11279229711142,39.09185803757829,63.88308977035491,292.170427628669,33.7,7.181615065432492,42.86,8.86077541,19.4,0.0,89.30536451169189
Census tract,Tract 403,17031040300,2928,4.0,4.0,2.0,0.0,25.0,45.0,0.0,38.0,1.0,2.0,9.0,12.0,7.0,75.42,54.43204202232435,1149.0,71.0,14.89,0.0,0.7499999999999999,0.0,4.2645778938207135,59.61705831157529,17.025862068965516,22.198275862068968,99.26465777105872,32.7,0.0,24.4,8.898382514,14.8,25.17,95.03916449086162
Census tract,Tract 404.01,17031040401,3129,7.0,11.0,2.0,0.0,54.0,94.0,2.0,78.0,7.0,2.0,11.0,12.0,16.0,18.98,39.08730158730159,1469.0,78.0,15.33,1.0,0.57,0.19,0.0,59.08781484002723,18.136439267886857,32.27953410981697,293.71074763039314,33.8,7.551919446192574,14.03,8.880748907,8.1,0.0,98.91082368958476
Census tract,Tract 404.02,17031040402,4746,5.0,11.0,2.0,0.0,86.0,139.0,0.0,123.0,9.0,2.0,26.0,18.0,16.0,18.54,36.78466076696165,2533.0,78.0,15.07,1.0,0.42,0.06,1.0659297275957362,29.01697591788393,8.064516129032258,28.086763070077865,99.71561547696798,36.7,7.82387190684134,3.41,8.867602732,12.7,2.16,100.0
Census tract,Tract 406,17031040600,2530,9.0,10.0,0.0,0.0,67.0,116.0,0.0,96.0,8.0,3.0,19.0,3.0,20.0,25.78,28.549618320610687,1283.0,78.0,16.67,1.0,0.13,0.13,1.9485580670303972,36.39906469212782,20.588235294117645,50.49019607843137,223.99886054687744,37.5,5.522827687776141,6.95,8.89670082,10.9,0.0,96.64848012470772
Census tract,Tract 407,17031040700,3426,4.0,13.0,1.0,0.0,34.0,65.0,0.0,58.0,2.0,1.0,11.0,14.0,7.0,28.5,33.48604748021658,1676.0,78.0,14.67,2.0,0.82,0.23,1.7899761336515514,45.52505966587112,25.84884994523549,36.03504928806134,280.7681914267951,37.1,4.6643913538111486,11.63,8.920153279,12.0,0.0,94.98806682577565
Census tract,Tract 408,17031040800,1636,2.0,4.0,1.0,0.0,17.0,33.0,0.0,30.0,1.0,0.0,9.0,3.0,3.0,9.01,33.24697754749568,768.0,74.0,15.92,1.0,1.42,0.24,0.0,42.44791666666667,10.633484162895927,26.47058823529412,133.868206443857,35.5,13.997760358342664,8.22,8.927376776,9.4,0.0,97.39583333333334
Census tract,Tract 409,17031040900,2063,3.0,9.0,0.0,0.0,27.0,51.0,0.0,44.0,3.0,1.0,8.0,8.0,7.0,31.21,36.556104446012704,1167.0,74.0,15.67,2.0,0.5,0.33,0.0,34.53299057412168,14.659685863874344,51.047120418848166,92.78722433831312,31.2,2.0151133501259446,14.54,8.909727322,12.4,0.0,90.57412167952012
Census tract,Tract 501,17031050100,2568,2.0,12.0,0.0,0.0,32.0,64.0,0.0,55.0,7.0,0.0,11.0,6.0,9.0,4.590000000000001,32.86752375628843,1160.0,37.0,18.08,,,,0.0,38.70689655172414,9.423347398030945,26.019690576652604,135.99091612687695,33.0,4.761904761904762,2.53,8.926059563,9.2,0.0,98.9655172413793
Census tract,Tract 502,17031050200,5309,3.0,15.0,0.0,0.0,92.0,133.0,0.0,121.0,9.0,0.0,14.0,9.0,12.0,19.89,38.07486631016042,2061.0,37.0,17.22,0.0,0.53,0.0,0.0,63.6098981077147,19.066666666666663,29.6,216.5179683244679,35.1,10.196078431372548,21.87,8.936821858,10.0,0.0,93.20718098010674
Census tract,Tract 503,17031050300,2671,4.0,11.0,1.0,0.0,33.0,64.0,0.0,56.0,2.0,2.0,12.0,7.0,8.0,12.740000000000002,42.194835680751176,1086.0,37.0,15.5,3.0,0.58,0.58,0.0,64.7329650092081,16.187989556135772,29.765013054830288,300.8357099412205,33.8,7.495741056218058,11.76,8.954402459,7.8,0.06,89.68692449355433
Census tract,Tract 505,17031050500,5117,5.0,9.0,0.0,0.0,55.0,92.0,1.0,78.0,9.0,0.0,13.0,10.0,14.0,9.72,35.754938064948114,1996.0,37.0,15.430000000000001,0.0,0.14,0.0,0.6012024048096193,62.12424849699399,6.216931216931217,33.33333333333333,239.6930553273364,34.6,15.70945945945946,10.24,8.965322951,6.7,7.86,97.94589178356712
Census tract,Tract 506,17031050600,2443,0.0,24.0,0.0,0.0,41.0,86.0,0.0,78.0,8.0,0.0,13.0,7.0,8.0,7.56,28.257978723404253,1151.0,37.0,16.5,0.0,0.7,0.0,0.8688097306689836,50.39096437880104,8.40630472854641,29.59719789842381,150.2862568452886,38.1,0.6902502157031924,3.03,8.950488525,9.3,0.0,97.30668983492616
Census tract,Tract 507,17031050700,1513,0.0,4.0,1.0,0.0,21.0,32.0,0.0,32.0,0.0,0.0,7.0,4.0,0.0,7.53,31.74442190669371,671.0,37.0,15.67,,,,2.831594634873324,50.67064083457527,9.365558912386708,16.012084592145015,30.75445714,32.6,9.93288590604027,8.09,8.96838388,11.3,12.73,98.36065573770492
Census tract,Tract 508,17031050800,1406,0.0,5.0,0.0,0.0,10.0,21.0,0.0,20.0,1.0,0.0,5.0,4.0,1.0,7.180000000000001,24.93765586034913,513.0,47.0,16.0,,,,3.313840155945419,46.39376218323586,6.181818181818182,34.18181818181818,47.60103264,39.3,11.7039586919105,4.8,8.973202186,6.4,18.79,100.0
